year,X1,X2,Incumbent,DemVote,RepVote,DemShare,Contested,DemShare_Adj
1986,71,33,-1,44312,118541,0.272098149865216,TRUE,0.272098149865216
1986,71,34,1,66404,43659,0.603327185339306,TRUE,0.603327185339306
1986,71,35,-1,38322,127235,0.231473148220854,TRUE,0.231473148220854
1986,71,36,1,78118,58660,0.571129860065215,TRUE,0.571129860065215
1986,71,37,-1,69808,122416,0.363159647078409,TRUE,0.363159647078409
1986,71,38,1,50625,66032,0.433964528489503,TRUE,0.433964528489503
1986,71,39,-1,42377,137603,0.235453939326592,TRUE,0.235453939326592
1986,71,40,-1,75664,119829,0.387041991273345,TRUE,0.387041991273345
1986,71,41,-1,59816,133566,0.309315241335802,TRUE,0.309315241335802
1986,71,42,-1,47586,140364,0.253184357541899,TRUE,0.253184357541899
1986,71,43,-1,45078,137341,0.247112417017964,TRUE,0.247112417017964
1986,71,44,1,70557,36359,0.659929290283961,TRUE,0.659929290283961
1986,71,45,-1,32800,118900,0.216216216216216,TRUE,0.216216216216216
1986,72,1,1,141585,87874,0.617038338003739,TRUE,0.617038338003739
1986,72,2,-1,75124,113566,0.398134506333139,TRUE,0.398134506333139
1986,72,3,1,180067,29321,0.8599680975032,TRUE,0.8599680975032
1986,72,4,1,105697,89795,0.540671741043112,TRUE,0.540671741043112
1986,72,5,-1,82290,125906,0.395252550481277,TRUE,0.395252550481277
1986,73,1,-1,92697,97969,0.486174776834884,TRUE,0.486174776834884
1986,73,2,1,124840,48077,0.721964873320726,TRUE,0.721964873320726
1986,73,3,1,114775,41275,0.735501441845562,TRUE,0.735501441845562
1986,73,4,-1,41709,107593,0.279359954990556,TRUE,0.279359954990556
1986,73,5,1,121732,41179,0.747230082683183,TRUE,0.747230082683183
1986,73,6,1,90063,36410,0.712112466692496,TRUE,0.712112466692496
1986,73,7,1,124317,46831,0.726371327739734,TRUE,0.726371327739734
1986,73,8,-1,57545,107824,0.34797936735422,TRUE,0.34797936735422
1986,81,98,-1,74053,101799,0.421109796874645,TRUE,0.421109796874645
1986,82,1,0,63061,99683,0.387485867374527,TRUE,0.387485867374527
1986,82,2,1,123830,35371,0.777821747350833,TRUE,0.777821747350833
1988,1,1,1,176463,51985,0.772442744081804,TRUE,0.772442744081804
1988,1,2,1,143326,81965,0.636181649511077,TRUE,0.636181649511077
1988,1,3,1,147394,74275,0.66492833910019,TRUE,0.66492833910019
1988,1,4,-1,55751,147843,0.273834199436133,TRUE,0.273834199436133
1988,1,5,-1,58612,163729,0.263613098798692,TRUE,0.263613098798692
1988,1,6,-1,78814,157020,0.33419269486164,TRUE,0.33419269486164
1988,2,1,1,190989,111125,0.632175271586222,TRUE,0.632175271586222
1988,2,2,-1,85346,167229,0.337903592992181,TRUE,0.337903592992181
1988,3,1,-1,38907,186356,0.172718111718303,TRUE,0.172718111718303
1988,3,2,1,156262,0,1,FALSE,0.75
1988,3,3,1,191005,0,1,FALSE,0.75
1988,3,4,1,169729,71661,0.703131861303285,TRUE,0.703131861303285
1988,3,5,1,181860,0,1,FALSE,0.75
1988,3,6,1,177643,77186,0.697106687229475,TRUE,0.697106687229475
1988,3,7,1,188647,0,1,FALSE,0.75
1988,3,8,1,165745,40316,0.804349197567711,TRUE,0.804349197567711
1988,3,9,1,160799,0,1,FALSE,0.75
1988,3,10,1,187178,93564,0.666726033154996,TRUE,0.666726033154996
1988,3,11,1,169692,40277,0.808176445094276,TRUE,0.808176445094276
1988,4,1,-1,86623,131824,0.396540121860222,TRUE,0.396540121860222
1988,4,2,-1,89677,119742,0.428218069993649,TRUE,0.428218069993649
1988,5,1,1,84141,105506,0.443671663669871,TRUE,0.443671663669871
1988,5,2,-1,56129,145218,0.278767500881563,TRUE,0.278767500881563
1988,6,98,0,45330,98937,0.314209070681445,TRUE,0.314209070681445
1988,11,98,1,158338,76179,0.675166405846911,TRUE,0.675166405846911
1988,12,1,1,141988,60037,0.702823907932187,TRUE,0.702823907932187
1988,12,2,1,134505,67759,0.664997231341217,TRUE,0.664997231341217
1988,12,3,1,117024,107479,0.52125806782092,TRUE,0.52125806782092
1988,12,4,-1,79066,155283,0.33738569398632,TRUE,0.33738569398632
1988,12,5,-1,54828,175562,0.23797907895308,TRUE,0.23797907895308
1988,12,6,1,120125,74824,0.616186797572698,TRUE,0.616186797572698
1988,12,7,-1,52189,153350,0.253912882713256,TRUE,0.253912882713256
1988,12,8,1,96036,0,1,FALSE,0.75
1988,12,9,1,142012,68363,0.675042186571598,TRUE,0.675042186571598
1988,12,10,0,84681,13848,0.859452546965868,TRUE,0.859452546965868
1988,12,11,-1,64773,154654,0.295191567127108,TRUE,0.295191567127108
1988,12,12,-1,71596,165918,0.301439073065167,TRUE,0.301439073065167
1988,12,13,-1,73561,167470,0.305193107940472,TRUE,0.305193107940472
1988,12,14,1,104001,47293,0.687409943553611,TRUE,0.687409943553611
1988,13,1,1,105624,102327,0.507927348269544,TRUE,0.507927348269544
1988,13,2,1,107646,66972,0.616465656461533,TRUE,0.616465656461533
1988,13,3,1,128336,91122,0.584786154981819,TRUE,0.584786154981819
1988,13,4,-1,59479,151038,0.282537752295539,TRUE,0.282537752295539
1988,13,5,-1,68930,134881,0.338205494305999,TRUE,0.338205494305999
1988,13,6,1,94506,0,1,FALSE,0.75
1988,13,7,1,93120,0,1,FALSE,0.75
1988,13,8,1,100240,0,1,FALSE,0.75
1988,13,9,0,72851,0,1,FALSE,0.75
1988,13,10,1,107056,24313,0.814925895759274,TRUE,0.814925895759274
1988,13,11,1,73755,7418,0.908614933537014,FALSE,0.75
1988,13,12,1,74304,5582,0.930125428735949,FALSE,0.75
1988,13,13,1,81305,27536,0.747007102103068,TRUE,0.747007102103068
1988,13,14,-1,57503,99179,0.367004505941972,TRUE,0.367004505941972
1988,13,15,-1,64425,107599,0.374511696042413,TRUE,0.374511696042413
1988,13,16,NA,NA,NA,NA,NA,NA
1988,13,17,1,157339,29156,0.843663368991126,TRUE,0.843663368991126
1988,13,18,1,75459,5764,0.929034879282962,FALSE,0.75
1988,13,19,0,77158,37454,0.673210484067986,TRUE,0.673210484067986
1988,13,20,-1,102235,96465,0.514519375943634,TRUE,0.514519375943634
1988,13,21,-1,47294,150443,0.239176279603716,TRUE,0.239176279603716
1988,13,22,-1,54312,144227,0.273558343700734,TRUE,0.273558343700734
1988,13,23,0,145040,89858,0.617459493056561,TRUE,0.617459493056561
1988,13,24,-1,62177,162962,0.276171609538996,TRUE,0.276171609538996
1988,13,25,-1,0,130122,0,FALSE,0.25
1988,13,26,-1,43585,131043,0.249587694985913,TRUE,0.249587694985913
1988,13,27,0,90854,124928,0.421045314252347,TRUE,0.421045314252347
1988,13,28,1,141976,0,1,FALSE,0.75
1988,13,29,-1,51243,132608,0.278720268043144,TRUE,0.278720268043144
1988,13,30,1,128364,89126,0.590206446273392,TRUE,0.590206446273392
1988,13,31,0,102777,117710,0.466136325497648,TRUE,0.466136325497648
1988,13,32,1,133917,50229,0.727232739239516,TRUE,0.727232739239516
1988,13,33,1,139604,0,1,FALSE,0.75
1988,13,34,0,0,131078,0,FALSE,0.25
1988,14,1,1,128076,39749,0.76315209295397,TRUE,0.76315209295397
1988,14,2,1,184322,12365,0.937133618388607,FALSE,0.75
1988,14,3,1,135590,78909,0.632124159086989,TRUE,0.632124159086989
1988,14,4,1,124041,52402,0.703008903725282,TRUE,0.703008903725282
1988,14,5,-1,42758,153453,0.217918465325593,TRUE,0.217918465325593
1988,14,6,1,114119,65278,0.636125464751362,TRUE,0.636125464751362
1988,14,7,-1,73745,155387,0.321845050014839,TRUE,0.321845050014839
1988,14,8,1,128153,93648,0.577783688982466,TRUE,0.577783688982466
1988,14,9,NA,NA,NA,NA,NA,NA
1988,14,10,-1,51179,140096,0.267567638217227,TRUE,0.267567638217227
1988,14,11,1,120706,0,1,FALSE,0.75
1988,14,12,1,133081,0,1,FALSE,0.75
1988,14,13,-1,76424,152191,0.334291275725565,TRUE,0.334291275725565
1988,14,14,1,135181,36719,0.786393251890634,TRUE,0.786393251890634
1988,14,15,-1,79127,106951,0.425235653865583,TRUE,0.425235653865583
1988,14,16,-1,48169,136944,0.260214031429451,TRUE,0.260214031429451
1988,14,17,NA,NA,NA,NA,NA,NA
1988,14,18,1,136924,80975,0.628382874634578,TRUE,0.628382874634578
1988,14,19,-1,42819,145381,0.227518597236982,TRUE,0.227518597236982
1988,14,20,1,137472,0,1,FALSE,0.75
1988,14,21,-1,38288,141832,0.212569398178992,TRUE,0.212569398178992
1988,14,22,1,123428,47039,0.724058028826694,TRUE,0.724058028826694
1988,14,23,-1,63476,105575,0.375484321299489,TRUE,0.375484321299489
1988,21,1,1,164125,6753,0.960480576785777,FALSE,0.75
1988,21,2,1,138256,28831,0.827449173185227,TRUE,0.827449173185227
1988,21,3,1,132111,80181,0.622307953196541,TRUE,0.622307953196541
1988,21,4,-1,91282,90243,0.502861864756921,TRUE,0.502861864756921
1988,21,5,1,93567,59128,0.612770555682897,TRUE,0.612770555682897
1988,21,6,-1,54804,153425,0.263191006055833,TRUE,0.263191006055833
1988,21,7,1,135331,0,1,FALSE,0.75
1988,21,8,1,107728,34659,0.756585924276795,TRUE,0.756585924276795
1988,21,9,1,135583,67604,0.667281863505047,TRUE,0.667281863505047
1988,21,10,-1,60187,158519,0.275195925123225,TRUE,0.275195925123225
1988,21,11,1,131753,72489,0.645082793940522,TRUE,0.645082793940522
1988,21,12,-1,54769,165913,0.248180640015951,TRUE,0.248180640015951
1988,21,13,-1,74424,172992,0.300805121738287,TRUE,0.300805121738287
1988,21,14,-1,57482,161146,0.262921492215087,TRUE,0.262921492215087
1988,21,15,-1,55260,140171,0.282759644068751,TRUE,0.282759644068751
1988,21,16,-1,72431,128365,0.360719337038586,TRUE,0.360719337038586
1988,21,17,1,132130,71560,0.648681820413373,TRUE,0.648681820413373
1988,21,18,-1,94763,114458,0.452932545012212,TRUE,0.452932545012212
1988,21,19,1,132889,73981,0.642379272006574,TRUE,0.642379272006574
1988,21,20,1,153341,69303,0.688727295592965,TRUE,0.688727295592965
1988,21,21,1,105836,95385,0.525968959502239,TRUE,0.525968959502239
1988,21,22,1,139392,75462,0.648775447513195,TRUE,0.648775447513195
1988,22,1,1,138251,41076,0.770943583509455,TRUE,0.770943583509455
1988,22,2,1,116915,102846,0.532009774254759,TRUE,0.532009774254759
1988,22,3,-1,97934,116309,0.457116451879408,TRUE,0.457116451879408
1988,22,4,-1,80915,132843,0.378535540190309,TRUE,0.378535540190309
1988,22,5,1,116240,90163,0.563170108961595,TRUE,0.563170108961595
1988,22,6,-1,71447,192064,0.271134791336984,TRUE,0.271134791336984
1988,22,7,-1,80738,130578,0.382072346627799,TRUE,0.382072346627799
1988,22,8,1,141355,87321,0.618145323514492,TRUE,0.618145323514492
1988,22,9,1,147193,60946,0.707186063159715,TRUE,0.707186063159715
1988,22,10,1,105846,68978,0.605443188578227,TRUE,0.605443188578227
1988,23,1,1,127800,10979,0.920888607065911,FALSE,0.75
1988,23,2,-1,98290,120070,0.450128228613299,TRUE,0.450128228613299
1988,23,3,1,112605,83769,0.573421124996181,TRUE,0.573421124996181
1988,23,4,-1,54428,132270,0.291529636096798,TRUE,0.291529636096798
1988,23,5,1,62868,166569,0.274009858915519,TRUE,0.274009858915519
1988,23,6,1,120581,81079,0.597942080729941,TRUE,0.597942080729941
1988,23,7,1,150832,47071,0.762151154858693,TRUE,0.762151154858693
1988,23,8,1,139904,54195,0.720786814975863,TRUE,0.720786814975863
1988,23,9,-1,64843,149748,0.302170174890839,TRUE,0.302170174890839
1988,23,10,-1,55398,152646,0.266280209955586,TRUE,0.266280209955586
1988,23,11,-1,86526,129085,0.401306055813479,TRUE,0.401306055813479
1988,23,12,1,108158,91780,0.540957696886035,TRUE,0.540957696886035
1988,23,13,1,99751,13196,0.883166440897058,TRUE,0.883166440897058
1988,23,14,1,111612,64750,0.632857418264706,TRUE,0.632857418264706
1988,23,15,1,104596,56963,0.647416733205826,TRUE,0.647416733205826
1988,23,16,1,132775,0,1,FALSE,0.75
1988,23,17,1,135493,55197,0.710540668100058,TRUE,0.710540668100058
1988,23,18,-1,57643,195579,0.227638198892671,TRUE,0.227638198892671
1988,24,1,1,117682,90738,0.564638710296517,TRUE,0.564638710296517
1988,24,2,-1,58637,153162,0.276852109783332,TRUE,0.276852109783332
1988,24,3,1,141953,42664,0.768905355411474,TRUE,0.768905355411474
1988,24,4,-1,0,160099,0,FALSE,0.25
1988,24,5,0,80292,123838,0.393337578993778,TRUE,0.393337578993778
1988,24,6,-1,52635,152235,0.256919021818714,TRUE,0.256919021818714
1988,24,7,-1,50423,142597,0.261231996684281,TRUE,0.261231996684281
1988,24,8,-1,49084,154164,0.241498071321735,TRUE,0.241498071321735
1988,24,9,1,157557,36183,0.813239393000929,TRUE,0.813239393000929
1988,24,10,-1,56893,143673,0.283662235872481,TRUE,0.283662235872481
1988,24,11,1,124600,78028,0.614919951832915,TRUE,0.614919951832915
1988,24,12,-1,41178,154727,0.210193716342105,TRUE,0.210193716342105
1988,24,13,1,137074,59287,0.698071409292069,TRUE,0.698071409292069
1988,24,14,1,148951,50356,0.747344548861806,TRUE,0.747344548861806
1988,24,15,-1,49441,146854,0.251870908581472,TRUE,0.251870908581472
1988,24,16,-1,43356,158824,0.214442575922445,TRUE,0.214442575922445
1988,24,17,1,162526,47929,0.772260103109929,TRUE,0.772260103109929
1988,24,18,1,151306,46130,0.766354666828745,TRUE,0.766354666828745
1988,24,19,1,168065,70359,0.70489967452941,TRUE,0.70489967452941
1988,24,20,1,146715,30944,0.825823628411733,TRUE,0.825823628411733
1988,24,21,1,148388,24804,0.856783223243568,TRUE,0.856783223243568
1988,25,1,1,158552,49620,0.761639413561862,TRUE,0.761639413561862
1988,25,2,1,151501,107457,0.585040817429853,TRUE,0.585040817429853
1988,25,3,-1,72935,157513,0.316492223842255,TRUE,0.316492223842255
1988,25,4,1,177283,0,1,FALSE,0.75
1988,25,5,1,140518,78307,0.64214783502799,TRUE,0.64214783502799
1988,25,6,-1,57552,165923,0.257532162434277,TRUE,0.257532162434277
1988,25,7,1,142197,86077,0.62292245284176,TRUE,0.62292245284176
1988,25,8,-1,72708,167275,0.302971460478451,TRUE,0.302971460478451
1988,25,9,-1,62003,185093,0.250926765305792,TRUE,0.250926765305792
1988,31,1,-1,71280,112746,0.38733657200613,TRUE,0.38733657200613
1988,31,2,-1,86438,113543,0.432231061950885,TRUE,0.432231061950885
1988,31,3,1,129204,74682,0.633707071598835,TRUE,0.633707071598835
1988,31,4,1,157065,62056,0.716795742991315,TRUE,0.716795742991315
1988,31,5,-1,66599,117761,0.361244304621393,TRUE,0.361244304621393
1988,31,6,-1,69614,125859,0.356131025768265,TRUE,0.356131025768265
1988,32,1,-1,0,168700,0,FALSE,0.25
1988,32,2,1,135694,49498,0.7327206358806,TRUE,0.7327206358806
1988,32,3,-1,53959,150223,0.264269132440666,TRUE,0.264269132440666
1988,32,4,1,122777,69165,0.639656771316335,TRUE,0.639656771316335
1988,32,5,-1,54327,127722,0.298419656246395,TRUE,0.298419656246395
1988,33,1,1,161118,67709,0.704103973744357,TRUE,0.704103973744357
1988,33,2,-1,96016,131639,0.421760998001362,TRUE,0.421760998001362
1988,33,3,-1,99770,215322,0.316637680423495,TRUE,0.316637680423495
1988,33,4,1,181227,67073,0.729871123640757,TRUE,0.729871123640757
1988,33,5,1,174416,60646,0.741999982983213,TRUE,0.741999982983213
1988,33,6,1,169486,89209,0.655157618044415,TRUE,0.655157618044415
1988,33,7,-1,101011,121396,0.454171856101651,TRUE,0.454171856101651
1988,33,8,1,165656,56630,0.745238116660518,TRUE,0.745238116660518
1988,34,1,1,140751,53109,0.726044568245125,TRUE,0.726044568245125
1988,34,2,-1,91645,186450,0.329545658857585,TRUE,0.329545658857585
1988,34,3,1,150205,86763,0.633861956044698,TRUE,0.633861956044698
1988,34,4,1,166480,65393,0.717979238634942,TRUE,0.717979238634942
1988,34,5,1,149166,60453,0.711605341118887,TRUE,0.711605341118887
1988,34,6,-1,93128,135883,0.406652955534887,TRUE,0.406652955534887
1988,34,7,0,111244,127939,0.465099944394041,TRUE,0.465099944394041
1988,34,8,-1,84801,117601,0.418973132676555,TRUE,0.418973132676555
1988,34,9,1,160872,76008,0.679128672745694,TRUE,0.679128672745694
1988,35,1,-1,72167,146231,0.330438007674063,TRUE,0.330438007674063
1988,35,2,0,112174,109193,0.506733162576174,TRUE,0.506733162576174
1988,35,3,-1,45183,170302,0.209680488201035,TRUE,0.209680488201035
1988,36,98,1,212583,84475,0.715627924513058,TRUE,0.715627924513058
1988,37,98,1,223759,88157,0.717369419972044,TRUE,0.717369419972044
1988,40,1,-1,49614,135937,0.267387402924263,TRUE,0.267387402924263
1988,40,2,1,106666,62564,0.630301955917981,TRUE,0.630301955917981
1988,40,3,-1,0,187354,0,FALSE,0.25
1988,40,4,1,134786,0,1,FALSE,0.75
1988,40,5,1,97242,78396,0.553650121272162,TRUE,0.553650121272162
1988,40,6,1,118369,66935,0.63878275698312,TRUE,0.63878275698312
1988,40,7,-1,0,136988,0,FALSE,0.25
1988,40,8,-1,93561,154761,0.376772899702805,TRUE,0.376772899702805
1988,40,9,1,113309,65410,0.634006457063882,TRUE,0.634006457063882
1988,40,10,-1,88284,187850,0.31971434158778,TRUE,0.31971434158778
1988,41,1,-1,77670,115173,0.40276286927708,TRUE,0.40276286927708
1988,41,2,-1,0,120408,0,FALSE,0.25
1988,41,3,1,117514,0,1,FALSE,0.75
1988,41,4,1,131880,0,1,FALSE,0.75
1988,41,5,1,120142,64491,0.650707078366273,TRUE,0.650707078366273
1988,41,6,1,138920,68788,0.668823540739885,TRUE,0.668823540739885
1988,41,7,1,136074,63372,0.682259859811678,TRUE,0.682259859811678
1988,42,1,1,NA,NA,NA,NA,NA
1988,42,2,1,168889,33475,0.8345802613113,TRUE,0.8345802613113
1988,42,3,-1,54767,161623,0.253093950737095,TRUE,0.253093950737095
1988,42,4,1,129508,57658,0.691941912526848,TRUE,0.691941912526848
1988,43,1,1,142449,70534,0.668828028528099,TRUE,0.668828028528099
1988,43,2,1,134269,0,1,FALSE,0.75
1988,43,3,1,NA,0,NA,NA,NA
1988,43,4,1,124817,125608,0.498420684835779,TRUE,0.498420684835779
1988,43,5,-1,0,NA,NA,NA,NA
1988,43,6,0,118756,135415,0.467228755444169,TRUE,0.467228755444169
1988,43,7,1,NA,0,NA,NA,NA
1988,43,8,-1,62539,169165,0.269909021855471,TRUE,0.269909021855471
1988,43,9,-1,0,223925,0,FALSE,0.25
1988,43,10,-1,56536,156563,0.265303919774377,TRUE,0.265303919774377
1988,43,11,1,168390,108373,0.608426704436648,TRUE,0.608426704436648
1988,43,12,-1,0,NA,NA,NA,NA
1988,43,13,0,93700,231170,0.288423061532305,TRUE,0.288423061532305
1988,43,14,0,173292,142635,0.548519119923273,TRUE,0.548519119923273
1988,43,15,-1,67746,132090,0.33900798654897,TRUE,0.33900798654897
1988,43,16,1,153032,67461,0.694044708902323,TRUE,0.694044708902323
1988,43,17,1,NA,0,NA,NA,NA
1988,43,18,1,NA,0,NA,NA,NA
1988,43,19,1,135355,51628,0.723889337533359,TRUE,0.723889337533359
1988,44,1,1,94531,46552,0.670038204461204,TRUE,0.670038204461204
1988,44,2,1,85029,52807,0.616885283960649,TRUE,0.616885283960649
1988,44,3,1,97663,0,1,FALSE,0.75
1988,44,4,-1,148394,97745,0.602886986621381,TRUE,0.602886986621381
1988,44,5,1,135194,37693,0.781978980490147,TRUE,0.781978980490147
1988,44,6,-1,76824,110169,0.410838908408336,TRUE,0.410838908408336
1988,44,7,1,135056,73425,0.647809632532461,TRUE,0.647809632532461
1988,44,8,1,102696,0,1,FALSE,0.75
1988,44,9,1,121800,71905,0.628791203118144,TRUE,0.628791203118144
1988,44,10,1,118156,66521,0.639798134039431,TRUE,0.639798134039431
1988,45,1,-1,0,NA,NA,NA,NA
1988,45,2,1,NA,0,NA,NA,NA
1988,45,3,1,NA,0,NA,NA,NA
1988,45,4,-1,0,NA,NA,NA,NA
1988,45,5,1,NA,0,NA,NA,NA
1988,45,6,-1,0,NA,NA,NA,NA
1988,45,7,1,NA,0,NA,NA,NA
1988,45,8,-1,88564,116241,0.432430848856229,TRUE,0.432430848856229
1988,46,1,1,137445,38381,0.781710327255355,TRUE,0.781710327255355
1988,46,2,1,112401,59827,0.652629073089161,TRUE,0.652629073089161
1988,46,3,1,164651,20729,0.888181033552703,TRUE,0.888181033552703
1988,46,4,0,110184,88433,0.554756138699104,TRUE,0.554756138699104
1988,46,5,0,82034,100185,0.450194546123072,TRUE,0.450194546123072
1988,47,1,1,118027,63013,0.651938798055678,TRUE,0.651938798055678
1988,47,2,1,128832,0,1,FALSE,0.75
1988,47,3,0,95323,0,1,FALSE,0.75
1988,47,4,1,131896,95482,0.580073709857594,TRUE,0.580073709857594
1988,47,5,1,110516,99540,0.526126366302319,TRUE,0.526126366302319
1988,47,6,-1,70008,116534,0.375293499587224,TRUE,0.375293499587224
1988,47,7,1,102392,49855,0.672538703554093,TRUE,0.672538703554093
1988,47,8,1,99214,93463,0.514923940065498,TRUE,0.514923940065498
1988,47,9,-1,71802,139014,0.340590846994536,TRUE,0.340590846994536
1988,47,10,-1,71865,112554,0.389683275584403,TRUE,0.389683275584403
1988,47,11,1,108436,106907,0.503550150225454,TRUE,0.503550150225454
1988,48,1,-1,57691,101572,0.362237305588869,TRUE,0.362237305588869
1988,48,2,-1,83978,94960,0.469313393465893,TRUE,0.469313393465893
1988,48,3,1,89071,75571,0.540998044241445,TRUE,0.540998044241445
1988,48,4,1,90234,82793,0.521502424477105,TRUE,0.521502424477105
1988,48,5,1,107959,46622,0.698397603845233,TRUE,0.698397603845233
1988,48,6,1,120719,37958,0.760784486724604,TRUE,0.760784486724604
1988,49,1,1,122566,74357,0.622405711877231,TRUE,0.622405711877231
1988,49,2,1,145614,0,1,FALSE,0.75
1988,49,3,-1,50627,227882,0.181778685787533,TRUE,0.181778685787533
1988,49,4,1,139379,67337,0.674253565277966,TRUE,0.674253565277966
1988,49,5,1,95376,59877,0.614326293211725,TRUE,0.614326293211725
1988,49,6,-1,78786,164692,0.323585703841826,TRUE,0.323585703841826
1988,49,7,-1,48824,185203,0.208625500476441,TRUE,0.208625500476441
1988,49,8,-1,0,90503,0,FALSE,0.25
1988,49,9,1,137270,0,1,FALSE,0.75
1988,49,10,1,232213,0,1,FALSE,0.75
1988,49,11,1,134207,0,1,FALSE,0.75
1988,49,12,1,135459,0,1,FALSE,0.75
1988,49,13,0,98345,89105,0.524646572419312,TRUE,0.524646572419312
1988,49,14,-1,111395,96042,0.537006416405945,TRUE,0.537006416405945
1988,49,15,1,93672,0,1,FALSE,0.75
1988,49,16,1,104514,0,1,FALSE,0.75
1988,49,17,1,149064,0,1,FALSE,0.75
1988,49,18,1,94408,0,1,FALSE,0.75
1988,49,19,-1,53932,113068,0.322946107784431,TRUE,0.322946107784431
1988,49,20,1,94527,36801,0.719777960526316,TRUE,0.719777960526316
1988,49,21,-1,0,203989,0,FALSE,0.25
1988,49,22,-1,58471,125733,0.317425245922998,TRUE,0.317425245922998
1988,49,23,1,116423,60559,0.657823959498706,TRUE,0.657823959498706
1988,49,24,1,135794,0,1,FALSE,0.75
1988,49,25,1,113499,44043,0.720436455040561,TRUE,0.720436455040561
1988,49,26,-1,86490,194944,0.307318945116795,TRUE,0.307318945116795
1988,49,27,1,105085,0,1,FALSE,0.75
1988,51,1,1,117288,0,1,FALSE,0.75
1988,51,2,1,92184,59907,0.606110815235615,TRUE,0.606110815235615
1988,51,3,1,131981,57387,0.696955134975286,TRUE,0.696955134975286
1988,51,4,-1,50575,145609,0.257793703869836,TRUE,0.257793703869836
1988,51,5,-1,0,104467,0,FALSE,0.25
1988,51,6,-1,45339,128898,0.260214535374232,TRUE,0.260214535374232
1988,51,7,1,96946,68165,0.587156518947859,TRUE,0.587156518947859
1988,52,1,1,96128,94588,0.504037416892133,TRUE,0.504037416892133
1988,52,2,-1,63114,157956,0.285493282670647,TRUE,0.285493282670647
1988,52,3,1,133779,49733,0.728993199354811,TRUE,0.728993199354811
1988,52,4,1,128624,59688,0.683036662560007,TRUE,0.683036662560007
1988,52,5,1,128437,34909,0.786288002154935,TRUE,0.786288002154935
1988,52,6,1,166753,54528,0.753580289315395,TRUE,0.753580289315395
1988,52,7,1,117650,0,1,FALSE,0.75
1988,52,8,-1,102478,172619,0.372515876218207,TRUE,0.372515876218207
1988,53,1,-1,93101,103458,0.47365422087007,TRUE,0.47365422087007
1988,53,2,1,136009,73659,0.648687448728466,TRUE,0.648687448728466
1988,53,3,1,NA,0,NA,NA,NA
1988,53,4,1,NA,0,NA,NA,NA
1988,53,5,-1,53668,139182,0.278288825512056,TRUE,0.278288825512056
1988,53,6,1,122887,45239,0.730922046560318,TRUE,0.730922046560318
1988,54,1,-1,29469,119526,0.197785160575858,TRUE,0.197785160575858
1988,54,2,0,77540,99631,0.437656275575574,TRUE,0.437656275575574
1988,54,3,1,108264,80372,0.573930744926737,TRUE,0.573930744926737
1988,54,4,1,94129,0,1,FALSE,0.75
1988,54,5,1,155068,0,1,FALSE,0.75
1988,54,6,1,123652,38033,0.764771005349909,TRUE,0.764771005349909
1988,54,7,-1,35237,142025,0.198784849544742,TRUE,0.198784849544742
1988,54,8,0,94571,56893,0.624379390482227,TRUE,0.624379390482227
1988,54,9,1,126280,0,1,FALSE,0.75
1988,56,1,1,119256,40732,0.745405905442908,TRUE,0.745405905442908
1988,56,2,1,118356,0,1,FALSE,0.75
1988,56,3,1,120192,41478,0.743440341436259,TRUE,0.743440341436259
1988,56,4,1,78812,49753,0.613012872865865,TRUE,0.613012872865865
1988,61,1,-1,71388,184639,0.278829967151902,TRUE,0.278829967151902
1988,61,2,1,99895,36309,0.733421925934628,TRUE,0.733421925934628
1988,61,3,-1,72417,174453,0.293340624620245,TRUE,0.293340624620245
1988,61,4,-1,0,206248,0,FALSE,0.25
1988,61,5,-1,78115,164462,0.322021461226745,TRUE,0.322021461226745
1988,62,1,1,133922,57587,0.699298727474949,TRUE,0.699298727474949
1988,62,2,1,147437,87578,0.627351445652405,TRUE,0.627351445652405
1988,62,3,1,169284,47625,0.780437879479413,TRUE,0.780437879479413
1988,62,4,-1,57552,156202,0.269244084321229,TRUE,0.269244084321229
1988,62,5,-1,60116,181612,0.248692745565263,TRUE,0.248692745565263
1988,62,6,-1,77158,136487,0.361150506681645,TRUE,0.361150506681645
1988,63,1,-1,70328,135221,0.342147127935431,TRUE,0.342147127935431
1988,63,2,1,127956,68226,0.65223109153745,TRUE,0.65223109153745
1988,64,1,1,115278,74405,0.607740282471281,TRUE,0.607740282471281
1988,64,2,-1,78069,97465,0.444751444164663,TRUE,0.444751444164663
1988,65,1,1,101764,53588,0.655054328235234,TRUE,0.655054328235234
1988,65,2,-1,75163,105981,0.414935079273948,TRUE,0.414935079273948
1988,66,1,0,84138,89985,0.483210144552988,TRUE,0.483210144552988
1988,66,2,-1,0,100324,0,FALSE,0.25
1988,66,3,1,124938,45954,0.731093322098167,TRUE,0.731093322098167
1988,67,1,-1,87976,130893,0.401957335209646,TRUE,0.401957335209646
1988,67,2,1,112129,80212,0.582969829625509,TRUE,0.582969829625509
1988,67,3,-1,60018,129951,0.315935757939453,TRUE,0.315935757939453
1988,68,98,-1,56527,118350,0.323238619143741,TRUE,0.323238619143741
1988,71,1,1,159815,72189,0.688845881967552,TRUE,0.688845881967552
1988,71,2,-1,91088,139010,0.395866109223027,TRUE,0.395866109223027
1988,71,3,1,183470,74296,0.711769589472622,TRUE,0.711769589472622
1988,71,4,1,181184,0,1,FALSE,0.75
1988,71,5,1,133530,33692,0.79851933358051,TRUE,0.79851933358051
