idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
2420,GA,GA,13,30223, 1,1,1,1,N, , 1, 2,106,2100,2100,021489,021689,     0.7,    39.0,   368.808324,0,0,255,SPALDING            
2421,GA,GA,13,30223, 1,1,1,2,N, , 5, 2,  1,1400,1445,050589,050589,     0.4,     0.0,   405.951232,0,0,255,SPALDING            
2422,GA,GA,13,30223, 1,1,0,2,Y, , 1, 2,  1,2030,0900,042989,050589,     8.9,    11.7,   368.808324,0,0,255,SPALDING            
2423,GA,GA,13,30538, 1,1,0,4,Y, , 1, 2, 51,0900,0900,010189,010189,     4.6,     6.6,   368.808324,0,0,257,STEPHENS            
2424,GA,GA,13,30538, 1,1,1,2,N, , 3, 2, 60,2000,0800,122788,123088,     1.3,    17.9,   439.840625,0,0,257,STEPHENS            
2425,GA,GA,13,30577, 1,1,1,3,N, , 1, 2, 37,1000,1000,122088,122288,     1.9,    17.1,   368.808324,0,0,257,STEPHENS            
2426,GA,GA,13,30577, 1,1,1,1,N, , 5, 2, 44,2210,2215,122188,122388,     1.8,    19.7,   405.951232,0,0,257,STEPHENS            
2427,GA,GA,13,30577, 1,1,1,1,N, , 1, 2, 69,0920,0920,012489,012689,     1.9,    15.7,   368.808324,0,0,257,STEPHENS            
2428,GA,GA,13,30577, 1,1,1,1,N, , 4, 2, 74,1900,0600,011789,012089,     0.9,    22.8,   383.121518,0,0,257,STEPHENS            
2429,GA,GA,13,30577, 1,1,1,1,N, , 3, 2, 77,0630,0630,012889,013089,     1.9,    10.7,   439.840625,0,0,257,STEPHENS            
2430,GA,GA,13,30577, 1,1,1,2,N, , 2, 2, 92,1330,1330,020289,020289,     2.5,    13.2,   367.769631,0,0,257,STEPHENS            
2431,GA,GA,13,30577, 1,1,1,3,N, , 5, 2, 94,2100,2300,012489,012689,     1.1,    29.4,   405.951232,0,0,257,STEPHENS            
2432,GA,GA,13,30577, 1,1,1,2,N, , 4, 2,113,2200,2200,021489,021689,     2.0,    15.8,   383.121518,0,0,257,STEPHENS            
2433,GA,GA,13,30577, 1,1,0,4,Y, , 5, 2,113,1630,1700,021889,022089,     4.1,     7.4,   405.951232,0,0,257,STEPHENS            
2434,GA,GA,13,30577, 1,1,1,1,N, , 1, 2,105,0936,0939,021489,021689,     1.7,    22.2,   368.808324,0,0,257,STEPHENS            
2435,GA,GA,13,31825, 2,1,1,0,N, , 3, 1, 66,0900,0900,010189,010189,     1.6,    11.7,   183.048045,0,0,259,STEWART             
2436,GA,GA,13,31709, 2,1,0,4,Y, , 5, 2, 48,1145,1315,122088,122288,     2.1,    12.5,   405.951232,0,0,261,SUMTER              
2437,GA,GA,13,31709, 2,1,1,2,N, , 5, 2, 47,1045,1045,122088,122288,     1.8,     9.0,   405.951232,0,0,261,SUMTER              
2438,GA,GA,13,31709, 2,1,1,1,N, , 4, 2, 55,1030,0900,123188,010189,     0.6,    24.0,   383.121518,0,0,261,SUMTER              
2439,GA,GA,13,31709, 2,1,1,2,N, , 5, 2, 66,1826,2013,010189,010189,     1.4,    13.1,   405.951232,0,0,261,SUMTER              
2440,GA,GA,13,31709, 2,1,3,3,N, , 2, 2, 66,0800,0800,020289,020289,     1.3,    14.9,   367.769631,0,0,261,SUMTER              
2441,GA,GA,13,31709, 2,1,1,1,N, , 4, 2, 90,1000,1000,012689,012889,     2.0,    10.6,   383.121518,0,0,261,SUMTER              
2442,GA,GA,13,31709, 2,1,1,2,N, , 1, 2, 90,1505,2205,020289,021189,     0.8,    21.7,   368.808324,0,0,261,SUMTER              
2443,GA,GA,13,31709, 2,1,1,1,N, , 4, 2, 97,0745,0735,022089,022289,     3.8,     5.7,   383.121518,0,0,261,SUMTER              
2444,GA,GA,13,31709, 2,1,1,2,N, , 5, 2,113,1410,1500,020289,021189,     1.4,    15.0,   405.951232,0,0,261,SUMTER              
2445,GA,GA,13,31709, 2,1,0,2,Y, , 3, 2,110,1720,1710,021789,021989,     2.6,    10.0,   439.840625,0,0,261,SUMTER              
2446,GA,GA,13,31711, 2,1,1,3,N, , 2, 2, 30,2100,2100,122588,122788,     2.1,     9.9,   367.769631,0,0,261,SUMTER              
2447,GA,GA,13,31743, 2,1,1,7,N, , 4, 2, 68,2200,2310,021889,022089,     0.8,    19.6,   383.121518,0,0,261,SUMTER              
2448,GA,GA,13,31801, 2,1,1,3,N, , 1, 1, 65,0700,0700,011689,011889,     1.8,    11.1,   176.670759,0,0,263,TALBOT              
2449,GA,GA,13,31827, 2,1,1,1,Y, , 1, 1, 35,2200,2230,122788,122988,     1.2,    23.6,   176.670759,0,0,263,TALBOT              
2450,GA,GA,13,31836, 2,1,1,3,N, , 2, 1, 78,0930,0930,011689,011889,     1.2,    13.3,   177.958202,0,0,263,TALBOT              
2451,GA,GA,13,30631, 2,1,1,1,N, , 1, 1, 45,0700,0700,122088,122288,     1.4,    23.6,   176.670759,0,0,265,TALIAFERRO          
2452,GA,GA,13,30631, 2,1,1,2,N, , 5, 1,107,0930,1030,021189,021389,     1.3,    12.0,   190.359918,0,0,265,TALIAFERRO          
2453,GA,GA,13,30631, 2,1,1,1,N, , 4, 1,115,1200,1200,022289,022489,     0.4,     0.0,   211.753149,0,0,265,TALIAFERRO          
2454,GA,GA,13,30420, 3,1,1,1,N, , 5, 1, 58,1740,1740,122988,123188,     0.9,    33.0,   190.359918,0,0,267,TATTNALL            
2455,GA,GA,13,30420, 3,1,1,7,N, , 3, 1, 62,1215,1215,010189,010189,     0.4,     0.0,   183.048045,0,0,267,TATTNALL            
2456,GA,GA,13,30421, 3,1,1,3,N, , 5, 1, 34,1600,1605,121988,122188,     1.3,    25.0,   190.359918,0,0,267,TATTNALL            
2457,GA,GA,13,30427, 3,1,1,0, , , 2, 1, 25,0900,1500,121388,121588,     0.7,    33.1,   177.958202,0,0,267,TATTNALL            
2458,GA,GA,13,30453, 3,1,1,2,N, , 3, 1, 41,1332,1332,122188,122388,     0.3,     0.0,   183.048045,0,0,267,TATTNALL            
2459,GA,GA,13,30453, 3,1,1,3,N, , 3, 1, 78,1100,1100,012489,012689,     1.7,    16.0,   183.048045,0,0,267,TATTNALL            
2460,GA,GA,13,30453, 3,1,1,1,N, , 2, 1,106,1000,1000,021389,021589,     0.1,     0.0,   177.958202,0,0,267,TATTNALL            
2461,GA,GA,13,31006, 2,1,0,2,Y, , 1, 2, 53,1050,1050,122888,123088,     2.4,    12.0,   368.808324,0,0,269,TAYLOR              
2462,GA,GA,13,31055, 2,1,1,3,N, , 2, 2, 56,1615,2000,011389,011589,     0.3,     0.0,   367.769631,0,0,271,TELFAIR             
2463,GA,GA,13,31055, 2,1,1,1,N, , 2, 2, 73,1600,1600,011389,011589,     0.5,     0.0,   367.769631,0,0,271,TELFAIR             
2464,GA,GA,13,31055, 2,1,1,1,N, , 2, 2, 84,1830,1930,021389,021589,     0.5,    58.5,   367.769631,0,0,271,TELFAIR             
2465,GA,GA,13,31055, 2,1,1,1,N, , 4, 2,108,0730,0735,021489,021589,     0.5,     0.0,   383.121518,0,0,271,TELFAIR             
2466,GA,GA,13,31549, 2,1,1,3,N, , 4, 2, 44,0955,0945,022689,022889,     0.1,     0.0,   383.121518,0,0,271,TELFAIR             
2467,GA,GA,13,31777, 2,1,1,1,N, , 4, 2,112,1800,1800,020289,021189,     1.6,    13.8,   383.121518,0,0,273,TERRELL             
2468,GA,GA,13,31785, 2,1,1,0, , , 1, 2, 96,1130,1130,013189,020289,     0.6,    26.1,   368.808324,0,0,273,TERRELL             
2469,GA,GA,13,31626, 2,2,1,1,N, , 4, 2,114,2100,2130,021489,021689,     1.4,    22.9,   383.121518,0,0,275,THOMAS              
2470,GA,GA,13,31765, 2,1,1,0, , , 3, 2, 86,1400,1700,012489,012789,     0.8,    28.5,   439.840625,0,0,275,THOMAS              
2471,GA,GA,13,31773, 2,1,1,7,N, , 2, 2,107,0900,0900,021389,021589,     0.4,     0.0,   367.769631,0,0,275,THOMAS              
2472,GA,GA,13,31792, 2,1,1,3,N, , 5, 2, 48,0850,0920,122488,122688,     0.8,    27.1,   405.951232,0,0,275,THOMAS              
2473,GA,GA,13,31792, 2,1,1,1,N, , 2, 2, 46,1600,1600,010189,010189,     0.6,    24.3,   367.769631,0,0,275,THOMAS              
2474,GA,GA,13,31792, 2,1,1,1,N, , 2, 2, 49,1700,1700,122188,122388,     2.5,     9.7,   367.769631,0,0,275,THOMAS              
2475,GA,GA,13,31792, 2,1,1,3,N, , 2, 2, 65,1340,1340,020289,020289,     2.9,     7.0,   367.769631,0,0,275,THOMAS              
2476,GA,GA,13,31792, 2,1,1,3,N, , 3, 2, 63,1915,1915,010189,010189,     2.0,    11.2,   439.840625,0,0,275,THOMAS              
2477,GA,GA,13,31792, 2,1,1,5,N, , 1, 2, 73,0945,1730,011489,011689,     4.9,     5.8,   368.808324,0,0,275,THOMAS              
2478,GA,GA,13,31792, 2,1,1,1,N, , 1, 2, 88,2000,2000,021089,021289,     1.7,    11.2,   368.808324,0,0,275,THOMAS              
2479,GA,GA,13,31792, 2,1,0,4,Y, , 5, 2,  3,0900,1600,050589,051089,     0.9,    18.9,   405.951232,0,0,275,THOMAS              
2480,GA,GA,13,31794, 2,1,1,2,N, , 2, 3, 68,1730,2115,011389,011589,     0.0,     0.0,   840.406276,0,0,277,TIFT                
2481,GA,GA,13,31794, 2,2,1,1,N, , 4, 3,100,1000,1000,021889,022089,     1.5,    12.8,   974.847648,0,0,277,TIFT                
2482,GA,GA,13,31795, 2,1,1,1,N, , 3, 3, 77,2015,0830,011489,011789,     1.8,    11.1,   905.461638,0,0,277,TIFT                
2483,GA,GA,13,30436, 3,1,1,1,N, , 1, 1, 55,2200,2205,010189,011189,     1.1,    32.2,   176.670759,0,0,279,TOOMBS              
2484,GA,GA,13,30436, 3,1,1,2,N, , 1, 1, 59,1430,1430,122788,122988,     0.9,    32.6,   176.670759,0,0,279,TOOMBS              
2485,GA,GA,13,30436, 3,1,1,7,N, , 1, 1, 73,0903,1000,011489,011689,     0.3,     0.0,   176.670759,0,0,279,TOOMBS              
2486,GA,GA,13,30436, 3,1,1,1,N, , 3, 1,107,1900,1900,022289,022489,     0.0,     0.0,   183.048045,0,0,279,TOOMBS              
2487,GA,GA,13,30436, 3,1,1,1,N, , 1, 1,114,1300,1500,021389,021589,     0.0,     0.0,   176.670759,0,0,279,TOOMBS              
2488,GA,GA,13,30474, 3,1,1,3,N, , 5, 1, 22,1720,2100,121288,121488,     0.4,     0.0,   190.359918,0,0,279,TOOMBS              
2489,GA,GA,13,30474, 3,1,1,7,Y, , 4, 1, 21,2100,2100,121488,121688,     0.7,    26.7,   211.753149,0,0,279,TOOMBS              
2490,GA,GA,13,30474, 3,2,1,1,N, , 1, 1, 31,2000,2000,121988,122188,     0.6,    53.9,   176.670759,0,0,279,TOOMBS              
2491,GA,GA,13,30474, 3,1,1,2,N, , 2, 1, 57,1750,1802,121988,122188,     1.4,    24.6,   177.958202,0,0,279,TOOMBS              
2492,GA,GA,13,30474, 3,1,1,2,N, , 4, 1, 56,0900,0900,010189,010189,     2.1,     9.8,   211.753149,0,0,279,TOOMBS              
2493,GA,GA,13,30474, 3,1,1,3,N, , 3, 1, 67,1919,1956,010189,011089,     0.3,     0.0,   183.048045,0,0,279,TOOMBS              
2494,GA,GA,13,30474, 3,2,1,3,N, , 1, 1, 35,1155,1155,011589,011789,     1.5,    14.5,   176.670759,0,0,279,TOOMBS              
2495,GA,GA,13,30474, 3,1,1,1,N, , 1, 1, 75,1230,1230,011489,011689,     0.4,     0.0,   176.670759,0,0,279,TOOMBS              
2496,GA,GA,13,30474, 3,1,1,1,N, , 4, 1, 74,1630,1830,011589,011789,     1.2,    18.3,   211.753149,0,0,279,TOOMBS              
2497,GA,GA,13,30474, 3,1,1,3,N, , 2, 1, 81,1135,2130,012189,012389,     0.5,     0.0,   177.958202,0,0,279,TOOMBS              
2498,GA,GA,13,30474, 3,1,1,2,N, , 1, 1, 84,1005,0945,012089,012389,     1.0,    13.6,   176.670759,0,0,279,TOOMBS              
2499,GA,GA,13,30474, 3,1,1,1,N, , 5, 1, 79,1715,2215,012589,012789,     2.4,     9.5,   190.359918,0,0,279,TOOMBS              
2500,GA,GA,13,30474, 3,1,1,1,N, , 5, 1, 88,2200,2200,012589,012689,     1.1,    44.7,   190.359918,0,0,279,TOOMBS              
2501,GA,GA,13,30474, 3,1,1,2,N, , 4, 1, 95,1300,1300,012489,012689,     1.2,    24.5,   211.753149,0,0,279,TOOMBS              
2502,GA,GA,13,30474, 3,1,1,2,N, , 3, 1, 99,0935,0935,032089,032289,     1.1,    18.2,   183.048045,0,0,279,TOOMBS              
2503,GA,GA,13,30546, 1,1,1,1,N, , 4, 2, 48,1030,1030,010189,010189,     0.4,     0.0,   383.121518,0,0,281,TOWNS               
2504,GA,GA,13,30546, 1,1,1,1,N, , 2, 2, 72,0845,0845,011789,011989,     2.2,    13.2,   367.769631,0,0,281,TOWNS               
2505,GA,GA,13,30582, 1,1,0,4,Y, , 4, 2, 49,1450,1450,121788,121988,     1.9,    11.1,   383.121518,0,0,281,TOWNS               
2506,GA,GA,13,30582, 1,1,1,2,N, , 4, 2, 84,0800,0800,012289,012489,     1.8,    12.9,   383.121518,0,0,281,TOWNS               
2507,GA,GA,13,30582, 1,1,0,4,Y, , 1, 2,105,2210,2210,021289,021489,     1.4,    14.3,   368.808324,0,0,281,TOWNS               
2508,GA,GA,13,30457, 2,1,1,3,N, , 2, 2, 25,0930,0930,121188,121388,     0.7,    21.6,   367.769631,0,0,283,TREUTLEN            
2509,GA,GA,13,30457, 2,1,1,0,N, , 1, 2, 25,0900,0900,121288,121488,     0.8,    21.2,   368.808324,0,0,283,TREUTLEN            
2510,GA,GA,13,30457, 2,2,1,2,N, , 5, 2, 69,1700,1700,123188,010189,     1.1,    19.2,   405.951232,0,0,283,TREUTLEN            
2511,GA,GA,13,30230, 1,1,1,1,N, , 2, 2, 22,0800,0800,121088,121288,     1.5,    12.9,   367.769631,0,0,285,TROUP               
2512,GA,GA,13,30230, 1,1,1,3,N, , 2, 2, 48,1400,1400,121788,121988,     1.0,    17.7,   367.769631,0,0,285,TROUP               
2513,GA,GA,13,30230, 1,1,1,1,N, , 1, 2, 76,1018,1018,012189,012389,     0.4,     0.0,   368.808324,0,0,285,TROUP               
2514,GA,GA,13,30240, 1,1,1,0,N, , 4, 2, 25,0700,0800,121288,121488,     1.4,    19.2,   383.121518,0,0,285,TROUP               
2515,GA,GA,13,30240, 1,1,0,2,Y, , 5, 2, 48,1700,1700,122088,122288,     2.4,    12.5,   405.951232,0,0,285,TROUP               
2516,GA,GA,13,30240, 1,1,1,1,N, , 3, 2, 45,2250,2255,011589,011789,     1.3,    15.2,   439.840625,0,0,285,TROUP               
2517,GA,GA,13,30240, 1,1,0,2,Y, , 3, 2, 67,2030,0730,123188,010189,     1.7,    10.1,   439.840625,0,0,285,TROUP               
2518,GA,GA,13,30240, 1,1,1,1,N, , 4, 2, 60,1900,1900,123188,010189,     1.3,    14.6,   383.121518,0,0,285,TROUP               
2519,GA,GA,13,30240, 1,1,0,7,Y, , 2, 2, 73,0900,0900,011589,011789,     1.0,    13.1,   367.769631,0,0,285,TROUP               
2520,GA,GA,13,30240, 1,1,1,1,N, , 2, 2, 74,1115,1115,011789,011989,     0.9,    28.9,   367.769631,0,0,285,TROUP               
2521,GA,GA,13,30240, 1,1,9,2,N, , 4, 2, 62,1730,1730,013089,020289,     1.2,    25.3,   383.121518,0,0,285,TROUP               
2522,GA,GA,13,30240, 1,1,0,4,Y, , 1, 2, 75,2145,2048,011489,011689,     1.1,    16.1,   368.808324,0,0,285,TROUP               
2523,GA,GA,13,30240, 1,1,1,2,N, , 3, 2, 79,0930,0930,012489,012689,     1.5,    16.0,   439.840625,0,0,285,TROUP               
2524,GA,GA,13,30240, 1,1,1,2,N, , 5, 2, 82,2307,2307,011689,011889,     1.3,    21.9,   405.951232,0,0,285,TROUP               
2525,GA,GA,13,30240, 1,1,1,1,N, , 4, 2, 94,1945,1945,012389,012589,     0.6,    46.4,   383.121518,0,0,285,TROUP               
2526,GA,GA,13,30240, 1,1,0,4,Y, , 2, 2, 91,0815,0815,030389,030389,     3.4,     8.0,   367.769631,0,0,285,TROUP               
2527,GA,GA,13,30240, 1,1,1,5,N, , 2, 2,112,0800,2300,041289,041489,     0.6,    38.1,   367.769631,0,0,285,TROUP               
2528,GA,GA,13,31833, 1,1,1,3,N, , 1, 2, 32,1900,1900,010189,010189,     0.8,    21.3,   368.808324,0,0,285,TROUP               
2529,GA,GA,13,31833, 1,1,1,3,N, , 1, 2,115,1900,1900,021689,022089,     0.9,    25.8,   368.808324,0,0,285,TROUP               
2530,GA,GA,13,31714, 2,1,1,1,N, , 3, 2, 39,2200,1230,121788,122188,     0.8,    16.8,   439.840625,0,0,287,TURNER              
2531,GA,GA,13,31714, 2,1,1,2,N, , 3, 2, 40,1240,1330,121988,122188,     1.0,    35.7,   439.840625,0,0,287,TURNER              
2532,GA,GA,13,31714, 2,1,1,0, , , 5, 2, 37,2043,2043,121988,122188,     0.6,    50.7,   405.951232,0,0,287,TURNER              
2533,GA,GA,13,31020, 2,1,9,1,N, , 4, 2, 52,1215,1215,122888,123088,     0.6,    37.0,   383.121518,0,0,289,TWIGGS              
2534,GA,GA,13,31201, 2,1,1,1,N, , 3, 3, 87,1717,1815,021189,021489,     2.3,    19.3,   905.461638,0,0,289,TWIGGS              
2535,GA,GA,13,30093, 1,1,0,2,Y, , 4, 2, 37,1000,1000,123188,010189,     2.1,    11.8,   383.121518,0,0,291,UNION               
2536,GA,GA,13,30512, 1,1,1,3,Y, , 5, 2, 49,1045,1045,122188,122388,     2.8,    13.5,   405.951232,0,0,291,UNION               
2537,GA,GA,13,30512, 1,1,1,1,N, , 4, 2, 55,2000,2200,122288,122488,     2.6,    10.4,   383.121518,0,0,291,UNION               
2538,GA,GA,13,30512, 1,1,0,3,Y, , 5, 2, 64,1900,0645,010189,010189,     8.5,     6.3,   405.951232,0,0,291,UNION               
2539,GA,GA,13,30512, 1,1,1,2,N, , 4, 2, 69,2038,2040,011589,011789,     0.6,    49.8,   383.121518,0,0,291,UNION               
2540,GA,GA,13,30512, 1,1,1,3,N, , 1, 2, 81,1300,1730,011389,011589,     0.4,     0.0,   368.808324,0,0,291,UNION               
2541,GA,GA,13,30572, 1,1,0,4,Y, , 3, 2, 87,1202,1235,012489,012689,     2.4,    11.5,   439.840625,0,0,291,UNION               
2542,GA,GA,13,30582, 1,1,0,1,Y, , 3, 2,107,1400,1400,022089,022289,     2.1,    14.8,   439.840625,0,0,291,UNION               
2543,GA,GA,13,30286, 1,1,1,2,N, , 5, 2, 31,1500,1400,122788,123088,     0.7,    33.5,   405.951232,0,0,293,UPSON               
2544,GA,GA,13,30286, 1,1,1,1,N, , 3, 2, 42,1620,1620,121888,122088,     1.5,    11.7,   439.840625,0,0,293,UPSON               
2545,GA,GA,13,30286, 1,1,1,3,N, , 1, 2, 48,0830,0830,122888,123088,     1.1,    24.0,   368.808324,0,0,293,UPSON               
2546,GA,GA,13,30286, 1,1,1,3,N, , 2, 2, 63,1545,1545,010189,010189,     0.1,     0.0,   367.769631,0,0,293,UPSON               
2547,GA,GA,13,30286, 1,1,1,2,N, , 1, 2, 95,1810,1810,012389,012589,     2.6,     7.6,   368.808324,0,0,293,UPSON               
2548,GA,GA,13,30286, 1,1,1,2,Y, , 5, 2, 97,1500,1500,022289,022489,     0.7,    27.2,   405.951232,0,0,293,UPSON               
2549,GA,GA,13,30286, 1,1,1,1,N, , 2, 2,101,1038,1038,021189,021389,     1.0,    16.3,   367.769631,0,0,293,UPSON               
2550,GA,GA,13,30286, 1,1,1,1,N, , 2, 2,109,2000,2000,021389,021589,     1.6,    21.7,   367.769631,0,0,293,UPSON               
2551,GA,GA,13,30286, 1,1,1,3,N, , 5, 2,112,1300,1300,021089,021289,     1.5,    14.5,   405.951232,0,0,293,UPSON               
2552,GA,GA,13,30286, 1,1,1,1,N, , 2, 2,112,1615,2030,021389,021589,     0.9,    35.3,   367.769631,0,0,293,UPSON               
2553,GA,GA,13,31097, 1,1,1,7,N, , 4, 2, 65,1000,1000,011489,011689,     1.2,    16.7,   383.121518,0,0,293,UPSON               
2554,GA,GA,13,30707, 1,0,1,0,N, , 5, 3, 51,2045,0700,122688,122988,     2.4,    17.7,   870.812232,0,0,295,WALKER              
2555,GA,GA,13,30707, 1,1,1,1,Y, , 5, 3, 50,0900,0900,122688,122888,     0.5,    35.5,   870.812232,0,0,295,WALKER              
2556,GA,GA,13,30707, 1,1,0,2,Y, , 2, 3, 65,1630,1900,010189,010189,     7.6,     4.9,   840.406276,0,0,295,WALKER              
2557,GA,GA,13,30707, 1,1,1,1,N, , 3, 3,107,1200,1200,022389,022589,     1.4,    25.6,   905.461638,0,0,295,WALKER              
2558,GA,GA,13,30725, 1,1,0,1,Y, , 4, 3,  4,1700,1700,050589,050589,     0.6,    40.2,   974.847648,0,0,295,WALKER              
2559,GA,GA,13,30728, 1,1,1,1,N, , 4, 3, 63,2023,2023,013189,020289,     0.6,    37.8,   974.847648,0,0,295,WALKER              
2560,GA,GA,13,30728, 1,1,1,0, , , 2, 3, 79,0735,0735,011489,011689,     2.2,    13.1,   840.406276,0,0,295,WALKER              
2561,GA,GA,13,30728, 1,1,1,1,N, , 5, 3,107,1800,1800,020289,021189,     0.6,    38.4,   870.812232,0,0,295,WALKER              
2562,GA,GA,13,30728, 1,1,1,3,N, , 3, 3,105,2115,2115,021889,022089,     0.7,    25.8,   905.461638,0,0,295,WALKER              
2563,GA,GA,13,30741, 1,1,0,4,Y, , 4, 3, 31,1300,1300,122488,122688,     5.0,     6.7,   974.847648,0,0,295,WALKER              
2564,GA,GA,13,30741, 1,1,0,2,Y, , 5, 3, 66,1400,1500,020289,020289,     5.6,     4.5,   870.812232,0,0,295,WALKER              
2565,GA,GA,13,30741, 1,1,1,1,N, , 3, 3, 81,1330,1400,011589,011789,     1.2,    18.5,   905.461638,0,0,295,WALKER              
2566,GA,GA,13,30741, 1,1,1,1,N, , 1, 3, 80,0900,0900,012589,012789,     1.0,    19.4,   828.361995,0,0,295,WALKER              
2567,GA,GA,13,30741, 1,1,0,7,Y, , 2, 3, 94,0700,0930,012689,012889,     1.3,    12.4,   840.406276,0,0,295,WALKER              
2568,GA,GA,13,30741, 1,2,0,4,Y, , 2, 3,109,1830,1800,022489,022789,     8.3,     3.5,   840.406276,0,0,295,WALKER              
2569,GA,GA,13,37402, 1,1,1,1,N, , 5, 3,  1,1100,1300,050589,050589,     1.7,    18.0,   870.812232,0,1,295,WALKER              
2570,GA,GA,13,30209, 1,1,1,3,N, , 3, 2,114,0845,0849,021289,021489,     5.3,     4.6,   439.840625,0,0,297,WALTON              
2571,GA,GA,13,30249, 1,1,1,2,N, , 1, 2, 50,0700,0650,010189,011189,     1.1,    28.1,   368.808324,0,0,297,WALTON              
2572,GA,GA,13,30249, 1,1,1,3,N, , 3, 2, 70,2110,2100,010189,010189,     0.5,    33.1,   439.840625,0,0,297,WALTON              
2573,GA,GA,13,30249, 1,1,1,1,N, , 4, 2,104,1930,1930,021489,021689,     1.1,    26.5,   383.121518,0,0,297,WALTON              
2574,GA,GA,13,30267, 1,1,1,7,N, , 5, 2,114,1430,1430,032089,032289,     0.2,     0.0,   405.951232,0,0,297,WALTON              
2575,GA,GA,13,30279, 1,1,1,2,N, , 3, 2, 51,1700,1700,122188,122388,     1.7,    15.1,   439.840625,0,0,297,WALTON              
2576,GA,GA,13,30279, 1,1,1,3,N, , 5, 2, 72,1003,1003,013189,020289,     1.0,    13.2,   405.951232,0,0,297,WALTON              
2577,GA,GA,13,30655, 1,1,1,2,N, , 2, 2, 25,0930,1100,121688,121888,     1.1,    19.2,   367.769631,0,0,297,WALTON              
2578,GA,GA,13,30655, 1,1,0,4,Y, , 4, 2, 64,0900,0915,010189,010189,     5.0,     5.9,   383.121518,0,0,297,WALTON              
2579,GA,GA,13,30655, 1,2,1,2,Y, , 5, 2, 79,1320,1600,012489,012689,     1.1,    22.5,   405.951232,0,0,297,WALTON              
2580,GA,GA,13,30655, 1,1,1,1,N, , 4, 2,100,2107,2107,030389,030389,     1.4,    20.4,   383.121518,0,0,297,WALTON              
2581,GA,GA,13,30655, 1,1,0,7,Y, , 4, 2,103,1900,1920,021389,021589,    10.1,     5.3,   383.121518,0,0,297,WALTON              
2582,GA,GA,13,30655, 1,1,0,4,Y, , 5, 2,107,1845,1845,021089,021289,     5.9,     6.5,   405.951232,0,0,297,WALTON              
2583,GA,GA,13,31501, 3,1,1,7,Y, , 4, 1, 35,1200,1200,122088,122288,     0.4,     0.0,   211.753149,0,0,299,WARE                
2584,GA,GA,13,31501, 3,1,1,1,N, , 3, 1, 37,1830,1830,121988,122188,     0.6,    52.7,   183.048045,0,0,299,WARE                
2585,GA,GA,13,31501, 3,1,1,7,N, , 4, 1, 31,0930,0930,122288,122488,     0.6,    35.8,   211.753149,0,0,299,WARE                
2586,GA,GA,13,31501, 3,1,1,7,N, , 1, 1, 48,0800,0800,122288,122488,     0.7,    45.6,   176.670759,0,0,299,WARE                
2587,GA,GA,13,31501, 3,1,1,1,N, , 4, 1, 48,2315,1815,121788,121988,     0.3,     0.0,   211.753149,0,0,299,WARE                
2588,GA,GA,13,31501, 3,1,1,3,N, , 1, 1, 42,0800,0825,121888,122088,     0.2,     0.0,   176.670759,0,0,299,WARE                
2589,GA,GA,13,31501, 3,1,1,1,N, , 5, 1, 47,1100,1200,012389,012589,     0.9,    18.7,   190.359918,0,0,299,WARE                
2590,GA,GA,13,31501, 3,1,1,1,N, , 4, 1, 60,1400,1400,011089,011289,     0.3,     0.0,   211.753149,0,0,299,WARE                
2591,GA,GA,13,31501, 3,1,0,7,Y, , 1, 1, 54,0830,0830,122888,123088,     1.0,    22.1,   176.670759,0,0,299,WARE                
2592,GA,GA,13,31501, 3,1,1,1,N, , 2, 1, 63,1530,1530,123188,010189,     0.5,     0.0,   177.958202,0,0,299,WARE                
2593,GA,GA,13,31501, 3,1,1,3,N, , 5, 1, 69,1510,1650,123188,010189,     0.9,    45.2,   190.359918,0,0,299,WARE                
2594,GA,GA,13,31501, 3,1,1,1,N, , 5, 1, 64,1700,1700,011689,011889,     0.5,    36.1,   190.359918,0,0,299,WARE                
2595,GA,GA,13,31501, 3,1,1,1,N, , 3, 1, 86,2300,2300,011389,011589,     0.3,     0.0,   183.048045,0,0,299,WARE                
2596,GA,GA,13,31501, 3,2,1,3,N, , 4, 1, 54,0800,0800,012589,012789,     0.0,     0.0,   211.753149,0,0,299,WARE                
2597,GA,GA,13,31501, 3,1,1,2,N, , 1, 1, 85,1320,1320,012489,012689,     0.6,    40.5,   176.670759,0,0,299,WARE                
2598,GA,GA,13,31501, 3,1,1,2,N, , 1, 1, 83,1655,1655,012489,012689,     0.9,    27.5,   176.670759,0,0,299,WARE                
2599,GA,GA,13,31501, 3,1,1,1,N, , 4, 1, 92,1735,1845,020289,020289,     0.4,     0.0,   211.753149,0,0,299,WARE                
2600,GA,GA,13,31501, 3,1,1,3,N, , 5, 1, 98,2020,2020,021489,021689,     0.8,    34.2,   190.359918,0,0,299,WARE                
2601,GA,GA,13,31501, 3,1,1,1,N, , 5, 1, 97,1300,1300,021689,021889,     0.9,    38.8,   190.359918,0,0,299,WARE                
2602,GA,GA,13,31502, 3,1,1,1,N, , 2, 1, 78,2005,2009,011489,011689,     0.5,    43.7,   177.958202,0,0,299,WARE                
