idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
2770,IL,IL,17,62264, 3,1,0,4,Y, , 3, 1, 64,0905,0900,022691,030391,     0.3,   124.3,   398.756381,0,0,163,ST CLAIR            
2771,IL,IL,17,62265, 3,1,1,1,N, , 4, 1, 63,1630,1630,022191,022891,     0.1,  1403.4,   462.712990,0,0,163,ST CLAIR            
2772,IL,IL,17,62269, 3,1,0,3,Y, , 1, 1, 38,1200,1300,013191,020291,     3.0,    14.4,   420.659990,0,0,163,ST CLAIR            
2773,IL,IL,17,62269, 3,1,1,3,N, , 4, 1, 27,1415,1415,020291,020291,     4.3,     8.8,   462.712990,0,0,163,ST CLAIR            
2774,IL,IL,17,62269, 3,1,1,1,N, , 2, 1, 44,0900,1900,020291,021491,     7.0,     8.6,   503.343335,0,0,163,ST CLAIR            
2775,IL,IL,17,62269, 3,1,0,4,Y, , 5, 1, 70,1648,2137,022491,030391,     2.0,    19.1,   426.456584,0,0,163,ST CLAIR            
2776,IL,IL,17,62269, 3,5,1,3,N, , 5, 1, 90,2030,2145,022791,030391,     0.0,  2443.1,   426.456584,0,0,163,ST CLAIR            
2777,IL,IL,17,62269, 3,1,0,4,Y, , 5, 1, 87,1430,1205,032291,032991,     9.9,     8.5,   426.456584,0,0,163,ST CLAIR            
2778,IL,IL,17,62269, 3,1,1,7,N, , 1, 1,101,1700,1910,031391,032091,     1.5,    31.0,   420.659990,0,0,163,ST CLAIR            
2779,IL,IL,17,62269, 3,1,0,4,Y, , 1, 1,114,1500,1600,033091,040491,     3.2,    15.3,   420.659990,0,0,163,ST CLAIR            
2780,IL,IL,17,61559, 2,1,0,0,Y, , 5, 2, 28,1640,1640,013191,020291,     6.9,     7.4,   576.436850,0,0,175,STARK               
2781,IL,IL,17,61032, 1,1,0,4,Y, , 2, 3, 71,1415,1500,022291,022891,    28.7,     7.2,  1592.089484,0,0,177,STEPHENSON          
2782,IL,IL,17,61032, 1,1,0,4,Y, , 4, 3, 75,1600,0800,022191,030391,     5.5,    10.1,  1633.034661,0,0,177,STEPHENSON          
2783,IL,IL,17,61032, 1,1,1,3,Y, , 2, 3, 81,1000,1000,022591,030391,     3.8,    10.6,  1592.089484,0,0,177,STEPHENSON          
2784,IL,IL,17,61048, 1,1,0,4,Y, , 3, 3, 92,1630,1800,022591,030391,    -0.4,     0.0,  2068.158873,0,0,177,STEPHENSON          
2785,IL,IL,17,61070, 1,1,0,4,Y, , 4, 3, 78,1700,1704,022191,022891,     6.5,     7.7,  1633.034661,0,0,177,STEPHENSON          
2786,IL,IL,17,61534, 2,1,0,4,Y, , 5, 2, 47,1700,1700,020291,021391,     1.9,    24.9,   576.436850,0,0,179,TAZEWELL            
2787,IL,IL,17,61550, 2,1,0,4,Y, , 4, 2, 47,1725,1737,021191,021891,    10.5,     5.3,   720.119774,0,0,179,TAZEWELL            
2788,IL,IL,17,61550, 2,1,0,2,Y, , 3, 2, 77,1300,1300,022191,022891,    10.3,     5.6,   590.325271,0,0,179,TAZEWELL            
2789,IL,IL,17,61550, 2,1,0,4,Y, , 1, 2, 74,1430,1330,022591,030391,     0.9,    48.7,   616.347622,0,0,179,TAZEWELL            
2790,IL,IL,17,61550, 2,1,0,4,Y, , 2, 2, 82,1000,1000,022591,030391,     1.5,    21.8,   671.334249,0,0,179,TAZEWELL            
2791,IL,IL,17,61550, 2,1,0,7,Y, , 2, 2, 96,0900,0900,030391,030391,     8.2,     6.6,   671.334249,0,0,179,TAZEWELL            
2792,IL,IL,17,61550, 2,1,0,4,Y, , 3, 2,  9,1940,2030,031391,032091,    15.8,     4.5,   590.325271,0,0,179,TAZEWELL            
2793,IL,IL,17,61554, 2,1,0,4,Y, , 1, 2, 21,1115,1140,012391,013091,     9.5,     6.5,   616.347622,0,0,179,TAZEWELL            
2794,IL,IL,17,61554, 2,1,0,4,Y, , 3, 2, 24,1000,1000,012791,020291,     5.5,     6.9,   590.325271,0,0,179,TAZEWELL            
2795,IL,IL,17,61554, 2,1,0,4,Y, , 5, 2, 25,1840,1900,012791,020291,     2.0,    19.4,   576.436850,0,0,179,TAZEWELL            
2796,IL,IL,17,61554, 2,1,1,1,N, , 3, 2, 26,1600,1600,012891,020291,     7.4,     9.2,   590.325271,0,0,179,TAZEWELL            
2797,IL,IL,17,61554, 2,1,0,2,Y, , 4, 2, 34,1900,1900,013091,020291,     6.3,     7.4,   720.119774,0,0,179,TAZEWELL            
2798,IL,IL,17,61554, 2,1,0,4,Y, , 2, 2, 33,1800,1805,020291,021191,     2.6,    17.8,   671.334249,0,0,179,TAZEWELL            
2799,IL,IL,17,61554, 2,0,9,0,0, , 2, 2, 46,1330,1700,020291,021191,    10.7,     6.0,   671.334249,0,0,179,TAZEWELL            
2800,IL,IL,17,61554, 2,1,0,2,Y, , 5, 2, 56,1530,1530,021291,021991,     4.9,    12.8,   576.436850,0,0,179,TAZEWELL            
2801,IL,IL,17,61554, 2,1,0,0, , , 1, 2, 59,1005,1005,021591,022291,     2.8,    13.2,   616.347622,0,0,179,TAZEWELL            
2802,IL,IL,17,61554, 2,1,0,4,Y, , 1, 2, 69,1100,1225,022491,030391,     3.7,    14.4,   616.347622,0,0,179,TAZEWELL            
2803,IL,IL,17,61554, 2,1,0,7,Y, , 5, 2, 72,0815,0820,022191,022891,     1.6,    25.5,   576.436850,0,0,179,TAZEWELL            
2804,IL,IL,17,61554, 2,1,0,2,Y, , 2, 2, 74,1050,1300,022391,030391,     4.4,    22.3,   671.334249,0,0,179,TAZEWELL            
2805,IL,IL,17,61554, 2,1,0,2,Y, , 5, 2, 62,1300,1440,022091,022791,     3.9,    11.7,   576.436850,0,0,179,TAZEWELL            
2806,IL,IL,17,61554, 2,1,0,4,Y, , 2, 2, 84,1545,1545,022891,030391,     1.3,    29.7,   671.334249,0,0,179,TAZEWELL            
2807,IL,IL,17,61554, 2,1,0,4,Y, , 5, 2, 97,0730,0730,030391,031591,     2.1,    14.5,   576.436850,0,0,179,TAZEWELL            
2808,IL,IL,17,61554, 2,1,0,7,Y, , 5, 2,  5,1925,2315,031391,032091,     3.4,    14.4,   576.436850,0,0,179,TAZEWELL            
2809,IL,IL,17,61568, 2,1,0,7,Y, , 1, 2, 94,1530,1930,022591,030391,    11.8,     4.9,   616.347622,0,0,179,TAZEWELL            
2810,IL,IL,17,61571, 2,1,0,7,Y, , 2, 2, 34,0530,1815,012991,020291,     4.2,    12.4,   671.334249,0,0,179,TAZEWELL            
2811,IL,IL,17,61571, 2,1,0,4,N, , 5, 2, 68,1140,1315,022191,022891,     2.5,    17.3,   576.436850,0,0,179,TAZEWELL            
2812,IL,IL,17,61571, 2,1,0,4,Y, , 1, 2,108,1915,1015,031591,032391,     2.4,    11.2,   616.347622,0,0,179,TAZEWELL            
2813,IL,IL,17,61571, 2,1,0,2,Y, , 4, 2,110,1300,1900,032691,040491,     4.0,     9.3,   720.119774,0,0,179,TAZEWELL            
2814,IL,IL,17,61571, 2,1,0,2,Y, , 4, 2,  7,1050,1700,031591,032291,     1.9,    16.9,   720.119774,0,0,179,TAZEWELL            
2815,IL,IL,17,61611, 2,1,0,2, , , 5, 2, 60,1900,2100,021291,021991,     8.9,    10.3,   576.436850,0,0,179,TAZEWELL            
2816,IL,IL,17,61611, 2,1,0,4,Y, , 2, 2, 66,1200,1630,022191,022891,    17.3,     3.4,   671.334249,0,0,179,TAZEWELL            
2817,IL,IL,17,61611, 2,2,0,3,Y, , 3, 2,102,0830,0830,040491,041291,     3.8,     9.3,   590.325271,0,0,179,TAZEWELL            
2818,IL,IL,17,61611, 2,0,9,0, , , 2, 2,112,0900,1730,032391,033091,    10.8,     5.3,   671.334249,0,0,179,TAZEWELL            
2819,IL,IL,17,61611, 2,1,1,2,N, , 1, 2, 12,0630,0630,040491,041691,     3.2,    12.2,   616.347622,0,0,179,TAZEWELL            
2820,IL,IL,17,61733, 2,1,1,1,N, , 3, 2, 48,2100,2100,021191,021891,     0.6,    62.6,   590.325271,0,0,179,TAZEWELL            
2821,IL,IL,17,61734, 2,1,0,4,Y, , 3, 2, 94,1130,0830,022391,030391,     7.5,     5.1,   590.325271,0,0,179,TAZEWELL            
2822,IL,IL,17,61734, 2,1,0,2,Y, , 3, 2, 86,1300,1445,022591,030391,     7.0,    12.6,   590.325271,0,0,179,TAZEWELL            
2823,IL,IL,17,61747, 2,1,0,7,Y, , 2, 2, 26,1100,1100,020291,020291,     9.7,     5.1,   671.334249,0,0,179,TAZEWELL            
2824,IL,IL,17,61747, 2,1,0,4,Y, , 5, 2, 99,1530,1530,022891,030391,     3.3,    23.7,   576.436850,0,0,179,TAZEWELL            
2825,IL,IL,17,61759, 2,0,9,0, , , 1, 2, 53,1100,1800,021991,022791,     6.0,     8.8,   616.347622,0,0,179,TAZEWELL            
2826,IL,IL,17,61759, 2,1,0,4,Y, , 3, 2, 61,1730,1730,022091,022791,    11.2,     6.1,   590.325271,0,0,179,TAZEWELL            
2827,IL,IL,17,62905, 3,1,1,2,N, , 5, 1,  7,1900,2015,031291,032091,     0.4,    70.3,   426.456584,0,0,181,UNION               
2828,IL,IL,17,62906, 3,1,1,7,N, , 5, 1, 37,0900,0830,020291,021091,     2.2,    16.1,   426.456584,0,0,181,UNION               
2829,IL,IL,17,62906, 3,5,0,4,Y, , 1, 1,112,2115,0915,032991,040491,     1.1,    42.8,   420.659990,0,0,181,UNION               
2830,IL,IL,17,62920, 3,0,9,0, , , 4, 1,108,0904,0900,031891,032591,     3.3,    10.2,   462.712990,0,0,181,UNION               
2831,IL,IL,17,62920, 3,1,1,3,Y, , 2, 1,114,1700,1700,032891,040491,     0.9,    49.1,   503.343335,0,0,181,UNION               
2832,IL,IL,17,62926, 3,1,1,2,N, , 5, 1, 82,2000,2000,030391,031191,     2.0,    16.3,   426.456584,0,0,181,UNION               
2833,IL,IL,17,62952, 3,1,0,4,Y, , 3, 1, 39,1800,1730,021291,022091,     0.9,    43.9,   398.756381,0,0,181,UNION               
2834,IL,IL,17,62952, 3,1,1,2,N, , 4, 1, 89,1300,1330,022591,030391,     1.4,    46.3,   462.712990,0,0,181,UNION               
2835,IL,IL,17,62998, 3,1,1,1,N, , 4, 1, 62,1500,1500,022091,022791,     0.3,    87.2,   462.712990,0,0,181,UNION               
2836,IL,IL,17,60942, 2,1,1,1,N, , 4, 2, 91,1030,1030,022391,030391,     0.7,    60.7,   720.119774,0,0,183,VERMILION           
2837,IL,IL,17,60942, 2,1,0,4,Y, , 1, 2, 95,1730,1932,022791,030391,     2.7,    17.7,   616.347622,0,0,183,VERMILION           
2838,IL,IL,17,60942, 2,1,0,2,Y, , 3, 2, 11,1630,0800,032191,032991,     0.8,    55.2,   590.325271,0,0,183,VERMILION           
2839,IL,IL,17,61810, 2,1,0,4,Y, , 5, 2, 38,1900,1815,020291,021391,     1.2,    37.7,   576.436850,0,0,183,VERMILION           
2840,IL,IL,17,61814, 2,1,0,4,Y, , 2, 2, 25,1315,1500,021091,021791,     1.3,    25.1,   671.334249,0,0,183,VERMILION           
2841,IL,IL,17,61817, 2,1,0,7,Y, , 3, 2, 24,1130,1130,020291,020291,     7.0,     5.8,   590.325271,0,0,183,VERMILION           
2842,IL,IL,17,61817, 2,1,1,3,N, , 4, 2,100,0700,0700,030391,031191,     2.0,    13.4,   720.119774,0,0,183,VERMILION           
2843,IL,IL,17,61832, 2,1,0,0,Y, , 2, 2, 22,0900,0900,012891,020291,     2.7,    11.2,   671.334249,0,0,183,VERMILION           
2844,IL,IL,17,61832, 2,1,1,3,N, , 3, 2, 22,1315,1330,012791,020291,     1.2,    27.4,   590.325271,0,0,183,VERMILION           
2845,IL,IL,17,61832, 2,1,1,1,N, , 1, 2, 38,0700,1530,013191,020291,     0.9,    41.0,   616.347622,0,0,183,VERMILION           
2846,IL,IL,17,61832, 2,1,0,0,Y, , 5, 2, 25,0900,1130,020291,020291,     3.0,    14.2,   576.436850,0,0,183,VERMILION           
2847,IL,IL,17,61832, 2,1,1,2,N, , 1, 2, 36,0800,0800,020291,021091,     0.4,    68.2,   616.347622,0,0,183,VERMILION           
2848,IL,IL,17,61832, 2,1,0,4,Y, , 5, 2, 59,1700,1700,021191,021891,     5.7,    13.0,   576.436850,0,0,183,VERMILION           
2849,IL,IL,17,61832, 2,1,0,4,Y, , 3, 2, 67,0700,0630,022191,022891,     2.1,    16.7,   590.325271,0,0,183,VERMILION           
2850,IL,IL,17,61832, 2,1,0,0, , , 2, 2, 74,1100,1100,022191,022791,     1.9,    18.8,   671.334249,0,0,183,VERMILION           
2851,IL,IL,17,61832, 2,1,1,1,N, , 3, 2, 69,1630,1635,022291,022891,     0.6,    54.1,   590.325271,0,0,183,VERMILION           
2852,IL,IL,17,61832, 2,1,0,4,Y, , 5, 2, 91,2030,2030,022391,030391,     4.3,    10.1,   576.436850,0,0,183,VERMILION           
2853,IL,IL,17,61832, 2,1,1,3,N, , 4, 2, 98,1040,1040,022491,030391,     0.6,    45.7,   720.119774,0,0,183,VERMILION           
2854,IL,IL,17,61832, 2,1,0,4,Y, , 2, 2,100,1800,1800,022591,030391,     3.9,    11.1,   671.334249,0,0,183,VERMILION           
2855,IL,IL,17,61832, 2,1,0,4,Y, , 4, 2, 84,0925,1146,030391,030391,     4.5,     8.7,   720.119774,0,0,183,VERMILION           
2856,IL,IL,17,61832, 2,1,0,0,Y, , 4, 2,106,1515,1515,031291,031991,     3.0,    13.6,   720.119774,0,0,183,VERMILION           
2857,IL,IL,17,61832, 2,1,1,3,N, , 5, 2,  8,1735,1700,031291,031991,     0.0,  1033.7,   576.436850,0,0,183,VERMILION           
2858,IL,IL,17,61832, 2,1,0,7,Y, , 5, 2,112,0800,0730,040491,041291,     0.6,    51.8,   576.436850,0,0,183,VERMILION           
2859,IL,IL,17,61832, 2,1,0,4,Y, , 1, 2,  3,1200,1400,031491,032191,     3.3,    13.3,   616.347622,0,0,183,VERMILION           
2860,IL,IL,17,61832, 2,1,1,3,N, , 4, 2, 13,0900,1600,041891,042591,     2.0,    17.7,   720.119774,0,0,183,VERMILION           
2861,IL,IL,17,61833, 2,1,1,3,N, , 5, 2, 40,1030,1140,020291,020291,     0.9,    39.1,   576.436850,0,0,183,VERMILION           
2862,IL,IL,17,61844, 2,1,1,1,N, , 2, 2, 79,1255,1400,022291,030391,     1.0,    30.1,   671.334249,0,0,183,VERMILION           
2863,IL,IL,17,61846, 2,1,0,4,Y, , 3, 2, 59,0830,0830,021291,022091,     2.1,    17.0,   590.325271,0,0,183,VERMILION           
2864,IL,IL,17,61846, 2,1,0,4,Y, , 5, 2, 81,0830,0855,022591,030391,     4.6,    12.0,   576.436850,0,0,183,VERMILION           
2865,IL,IL,17,61858, 2,1,1,1,N, , 1, 2, 21,1215,1715,012391,013191,     0.6,    51.9,   616.347622,0,0,183,VERMILION           
2866,IL,IL,17,61858, 2,1,0,4,Y, , 4, 2, 87,0900,0900,030391,030391,     2.3,    29.3,   720.119774,0,0,183,VERMILION           
2867,IL,IL,17,61858, 2,1,1,3,N, , 1, 2,114,1800,0630,032891,040491,     0.4,    89.2,   616.347622,0,0,183,VERMILION           
2868,IL,IL,17,61865, 2,5,0,7,Y, , 5, 2, 64,0700,0700,030391,030391,     4.4,     9.0,   576.436850,0,0,183,VERMILION           
2869,IL,IL,17,61870, 2,1,1,3,N, , 3, 2, 45,0830,0830,030391,031391,     4.7,     7.0,   590.325271,0,0,183,VERMILION           
2870,IL,IL,17,61883, 2,1,1,3,N, , 4, 2, 12,0930,0930,041391,042091,     0.8,    48.5,   720.119774,0,0,183,VERMILION           
2871,IL,IL,17,62410, 3,5,1,1,N, , 4, 1, 25,1630,1630,012691,020291,     0.4,    66.4,   462.712990,0,0,185,WABASH              
2872,IL,IL,17,62863, 3,1,1,2,N, , 2, 1, 51,1206,1206,021191,021891,     1.1,    28.0,   503.343335,0,0,185,WABASH              
2873,IL,IL,17,62863, 3,1,1,3,N, , 3, 1, 69,1630,1630,030391,031191,     0.4,   158.8,   398.756381,0,0,185,WABASH              
2874,IL,IL,17,62863, 3,1,0,3,Y, , 3, 1, 81,0840,0840,022491,030391,     0.7,    62.3,   398.756381,0,0,185,WABASH              
2875,IL,IL,17,62863, 3,1,1,1,N, , 5, 1, 87,1238,1240,022891,030391,     0.5,    94.7,   426.456584,0,0,185,WABASH              
2876,IL,IL,17,62863, 3,1,1,3,N, , 3, 1,107,1620,1630,031491,032191,     0.3,   127.4,   398.756381,0,0,185,WABASH              
2877,IL,IL,17,61401, 2,0,9,0, , , 2, 2,110,2000,2000,032691,040491,     3.8,     9.9,   671.334249,0,0,187,WARREN              
2878,IL,IL,17,61422, 2,1,0,4,Y, , 5, 2, 71,2100,2110,022091,022791,    18.9,     3.9,   576.436850,0,0,187,WARREN              
2879,IL,IL,17,61423, 2,1,1,7,Y, , 1, 2, 38,1813,1813,013091,020291,     2.1,    21.4,   616.347622,0,0,187,WARREN              
2880,IL,IL,17,61462, 2,1,1,2,Y, , 2, 2, 38,0900,0900,013191,020291,     2.4,    18.2,   671.334249,0,0,187,WARREN              
2881,IL,IL,17,61462, 2,1,0,4,Y, , 5, 2, 55,2200,2200,021391,022091,     4.5,    11.4,   576.436850,0,0,187,WARREN              
2882,IL,IL,17,61462, 2,1,0,4,Y, , 4, 2, 68,1726,2020,022091,022791,     8.1,     7.1,   720.119774,0,0,187,WARREN              
2883,IL,IL,17,61473, 2,1,0,4,Y, , 4, 2, 37,1000,1400,020291,020291,    14.9,     4.9,   720.119774,0,0,187,WARREN              
2884,IL,IL,17,62214, 3,1,0,4,Y, , 4, 1, 23,1700,1700,021291,021891,     0.7,    54.3,   462.712990,0,0,189,WASHINGTON          
2885,IL,IL,17,62237, 3,1,1,3,N, , 5, 1, 45,1630,1630,020291,021091,     0.3,   139.8,   426.456584,0,0,189,WASHINGTON          
2886,IL,IL,17,62257, 3,1,0,3,Y, , 2, 1,111,1310,1300,032791,040491,     0.8,    58.4,   503.343335,0,0,189,WASHINGTON          
2887,IL,IL,17,62263, 3,1,0,4,Y, , 1, 1, 76,1630,1630,022291,030391,     0.8,    53.7,   420.659990,0,0,189,WASHINGTON          
2888,IL,IL,17,62268, 3,1,0,4,Y, , 2, 1, 63,1400,1400,022591,030391,     0.4,    86.0,   503.343335,0,0,189,WASHINGTON          
2889,IL,IL,17,62268, 3,0,9,0, , , 1, 1,  4,1300,1600,031891,032591,     0.9,    42.4,   420.659990,0,0,189,WASHINGTON          
2890,IL,IL,17,62271, 3,0,9,0,N, , 2, 1, 21,1819,1147,012491,013191,     0.4,    96.8,   503.343335,0,0,189,WASHINGTON          
2891,IL,IL,17,62271, 3,2,0,4,Y, , 2, 1, 77,1800,1800,022791,030391,     2.1,    22.8,   503.343335,0,0,189,WASHINGTON          
2892,IL,IL,17,62803, 3,1,0,2,Y, , 2, 1, 93,1400,0900,032091,032891,     3.1,    12.5,   503.343335,0,0,189,WASHINGTON          
2893,IL,IL,17,62848, 3,1,1,3,N, , 1, 1, 99,0908,1744,022591,030391,     0.1,   298.2,   420.659990,0,0,189,WASHINGTON          
2894,IL,IL,17,62877, 3,1,1,3,N, , 2, 1, 52,1730,0820,021191,021991,     0.5,    78.3,   503.343335,0,0,189,WASHINGTON          
2895,IL,IL,17,62823, 3,1,1,3,N, , 3, 1, 94,0830,0830,022691,030391,     0.3,    72.6,   398.756381,0,0,191,WAYNE               
2896,IL,IL,17,62837, 3,1,1,7,Y, , 5, 1, 23,1730,2045,012891,020291,     1.3,    33.4,   426.456584,0,0,191,WAYNE               
2897,IL,IL,17,62837, 3,1,1,1,N, , 3, 1, 70,1130,1130,022191,022891,     0.1,   419.9,   398.756381,0,0,191,WAYNE               
2898,IL,IL,17,62837, 3,0,9,0, , , 2, 1, 92,1300,1300,022591,030391,     1.5,    22.4,   503.343335,0,0,191,WAYNE               
2899,IL,IL,17,62837, 3,1,1,3,Y, , 4, 1, 97,1700,1700,022391,030391,     0.7,    49.0,   462.712990,0,0,191,WAYNE               
2900,IL,IL,17,62850, 3,1,1,1,N, , 2, 1, 87,1000,1000,030391,031091,     1.2,    23.2,   503.343335,0,0,191,WAYNE               
2901,IL,IL,17,62851, 3,1,1,7,N, , 2, 1, 45,0800,0800,020291,021291,     2.2,    12.5,   503.343335,0,0,191,WAYNE               
2902,IL,IL,17,61727, 3,1,1,3,N, , 5, 2, 80,0436,0500,022491,030391,     0.4,    99.6,   576.436850,0,0,193,WHITE               
2903,IL,IL,17,62821, 3,1,0,4,Y, , 1, 1, 51,1700,1800,020291,021091,     1.3,    28.2,   420.659990,0,0,193,WHITE               
2904,IL,IL,17,62821, 3,1,0,7,Y, , 5, 1, 69,1315,1315,022191,022891,     3.4,    15.1,   426.456584,0,0,193,WHITE               
2905,IL,IL,17,62821, 3,1,1,1,N, , 4, 1, 86,1230,1230,022891,030391,     1.6,    23.9,   462.712990,0,0,193,WHITE               
2906,IL,IL,17,62821, 3,1,1,1,N, , 1, 1, 97,1800,1815,031191,031891,     0.1,   544.1,   420.659990,0,0,193,WHITE               
2907,IL,IL,17,62827, 3,1,1,3,N, , 2, 1, 31,1800,1800,012991,020291,     1.9,    28.7,   503.343335,0,0,193,WHITE               
2908,IL,IL,17,62869, 3,1,1,3,N, , 5, 1, 22,1000,1000,012691,020291,     1.1,    31.5,   426.456584,0,0,193,WHITE               
2909,IL,IL,17,62869, 3,1,1,1,N, , 1, 1, 40,1615,1600,020291,021191,     0.8,    32.7,   420.659990,0,0,193,WHITE               
2910,IL,IL,17,62869, 3,1,1,2,N, , 4, 1,  1,1320,2040,031391,032391,    -0.1,     0.0,   462.712990,0,0,193,WHITE               
2911,IL,IL,17,61071, 1,0,9,0, , , 3, 3, 33,0850,0843,012991,020291,     2.8,    12.6,  2068.158873,0,0,195,WHITESIDE           
2912,IL,IL,17,61071, 1,1,0,4,Y, , 4, 3, 56,1925,1417,022891,030391,     3.8,    11.5,  1633.034661,0,0,195,WHITESIDE           
2913,IL,IL,17,61081, 1,1,0,4,Y, , 4, 3, 48,1900,0900,020291,021191,     9.1,     4.8,  1633.034661,0,0,195,WHITESIDE           
2914,IL,IL,17,61081, 1,1,0,2,Y, , 5, 3,110,0830,1700,042791,050591,     4.6,     9.5,  2211.060926,0,0,195,WHITESIDE           
2915,IL,IL,17,61250, 1,1,0,4,Y, , 1, 3,117,1300,1300,040491,041491,    -0.2,     0.0,  1772.288766,0,0,195,WHITESIDE           
2916,IL,IL,17,61270, 1,1,0,4,Y, , 1, 3, 22,1130,1130,012891,020291,     1.0,    39.3,  1772.288766,0,0,195,WHITESIDE           
2917,IL,IL,17,61277, 1,1,0,4,Y, , 2, 3,  1,0915,0930,031891,032591,     1.1,    30.4,  1592.089484,0,0,195,WHITESIDE           
2918,IL,IL,17,61283, 1,1,0,2,Y, , 2, 3, 54,1850,1850,021191,021891,     2.1,    29.9,  1592.089484,0,0,195,WHITESIDE           
2919,IL,IL,17,60418, 1,1,1,3,Y, , 2, 3, 91,2000,2000,031691,032391,    -0.5,     0.0,  1592.089484,0,0,197,WILL                
2920,IL,IL,17,60423, 1,1,0,7,Y, , 4, 3, 82,1505,1505,022791,030391,     0.6,    60.1,  1633.034661,0,0,197,WILL                
2921,IL,IL,17,60435, 1,1,0,2,Y, , 5, 3, 62,0630,0630,030391,030391,     4.4,     8.5,  2211.060926,0,0,197,WILL                
2922,IL,IL,17,60435, 1,1,0,5,Y, , 2, 3,106,0930,1049,031591,032291,     4.2,     9.3,  1592.089484,0,0,197,WILL                
2923,IL,IL,17,60435, 1,1,0,2,Y, , 2, 3,112,0800,0830,042691,050591,     5.4,    13.9,  1592.089484,0,0,197,WILL                
2924,IL,IL,17,60435, 1,0,9,0, , , 4, 3,  7,1900,1800,042891,050591,     1.7,    19.2,  1633.034661,0,0,197,WILL                
2925,IL,IL,17,60436, 1,1,0,4,Y, , 4, 3, 59,1900,0700,022591,030391,     4.9,    15.3,  1633.034661,0,0,197,WILL                
2926,IL,IL,17,60436, 1,1,0,4,Y, , 5, 3, 78,1700,1700,030391,031191,     2.1,    18.8,  2211.060926,0,0,197,WILL                
2927,IL,IL,17,60441, 1,1,0,2,Y, , 3, 3, 68,1530,1530,022791,030391,     2.6,    19.0,  2068.158873,0,0,197,WILL                
2928,IL,IL,17,60441, 1,1,1,2,N, , 2, 3, 11,1440,1410,032391,033091,     0.9,    50.2,  1592.089484,0,0,197,WILL                
2929,IL,IL,17,60442, 1,1,0,4,Y, , 5, 3, 72,0800,1000,031891,032591,     6.8,     7.0,  2211.060926,0,0,197,WILL                
2930,IL,IL,17,60442, 1,1,0,4,Y, , 4, 3, 68,1730,1730,030391,031191,     2.2,    29.3,  1633.034661,0,0,197,WILL                
2931,IL,IL,17,60447, 1,1,0,2,Y, , 2, 3, 47,1730,1551,020291,021491,    34.9,     2.2,  1592.089484,0,0,197,WILL                
2932,IL,IL,17,60448, 1,1,0,2,Y, , 2, 3, 61,0945,0945,030391,031191,     0.9,    35.2,  1592.089484,0,0,197,WILL                
2933,IL,IL,17,60449, 1,1,0,4,Y, , 3, 3, 36,1445,1500,013091,020291,     2.1,    23.3,  2068.158873,0,0,197,WILL                
2934,IL,IL,17,60451, 1,1,1,3,N, , 4, 3, 24,1130,1130,013091,020291,     1.1,    43.3,  1633.034661,0,0,197,WILL                
2935,IL,IL,17,60451, 1,1,0,4,Y, , 5, 3, 37,0900,0900,013191,020291,     1.5,    22.6,  2211.060926,0,0,197,WILL                
2936,IL,IL,17,60451, 1,1,0,2,Y, , 4, 3, 11,2100,2230,032591,040491,     9.9,     5.5,  1633.034661,0,0,197,WILL                
2937,IL,IL,17,60462, 1,1,0,7,Y, , 4, 3,101,0930,2150,040491,041691,     9.4,     7.2,  1633.034661,0,0,197,WILL                
2938,IL,IL,17,60481, 1,1,1,7,N, , 3, 3, 53,1610,0923,021591,022391,     2.7,    13.4,  2068.158873,0,0,197,WILL                
2939,IL,IL,17,60544, 1,0,9,0, , , 4, 3, 97,1803,1730,030391,031291,     5.9,    17.5,  1633.034661,0,0,197,WILL                
2940,IL,IL,17,62901, 3,1,1,3,N, , 1, 1,105,1922,0742,031291,032091,     1.8,    26.3,   420.659990,0,0,199,WILLIAMSON          
2941,IL,IL,17,62918, 3,1,0,7,Y, , 4, 1, 32,1130,1130,020291,020291,     1.4,    23.0,   462.712990,0,0,199,WILLIAMSON          
2942,IL,IL,17,62918, 3,1,1,3,Y, , 2, 1, 43,0830,1015,020291,021691,     0.4,   160.3,   503.343335,0,0,199,WILLIAMSON          
2943,IL,IL,17,62918, 3,1,1,1,N, , 1, 1, 98,1745,0500,022391,030391,     0.2,   220.3,   420.659990,0,0,199,WILLIAMSON          
2944,IL,IL,17,62918, 3,0,9,0, , , 3, 1, 85,1730,1730,030391,031391,     1.0,    42.8,   398.756381,0,0,199,WILLIAMSON          
2945,IL,IL,17,62918, 3,1,1,1,N, , 2, 1, 86,2030,0830,030391,030391,     1.4,    23.7,   503.343335,0,0,199,WILLIAMSON          
2946,IL,IL,17,62948, 3,1,1,3,N, , 4, 1, 60,1530,1630,021191,021891,     0.3,    82.1,   462.712990,0,0,199,WILLIAMSON          
2947,IL,IL,17,62948, 3,1,1,1,N, , 1, 1,106,0930,0930,031891,032591,     0.4,    83.9,   420.659990,0,0,199,WILLIAMSON          
2948,IL,IL,17,62948, 3,1,1,1,N, , 3, 1,111,0800,1130,032491,033191,     0.4,    70.8,   398.756381,0,0,199,WILLIAMSON          
2949,IL,IL,17,62951, 3,1,1,1,N, , 5, 1, 43,1201,1201,020291,021391,     0.3,   192.1,   426.456584,0,0,199,WILLIAMSON          
